word,rank,freq
"alike",5017,1.9733070751938527e-5
"alabama",5018,1.9733070751938527e-5
"adjustments",5019,1.9733070751938527e-5
"accordance",5020,1.9733070751938527e-5
"abel",5021,1.9733070751938527e-5
"wisconsin",5022,1.87464172143416e-5
"wiped",5023,1.87464172143416e-5
"wildlife",5024,1.87464172143416e-5
"whip",5025,1.87464172143416e-5
"whereby",5026,1.87464172143416e-5
"vincent",5027,1.87464172143416e-5
"veterans",5028,1.87464172143416e-5
"vertex",5029,1.87464172143416e-5
"venture",5030,1.87464172143416e-5
"vector",5031,1.87464172143416e-5
"underground",5032,1.87464172143416e-5
"twisted",5033,1.87464172143416e-5
"traveling",5034,1.87464172143416e-5
"toes",5035,1.87464172143416e-5
"toast",5036,1.87464172143416e-5
"timber",5037,1.87464172143416e-5
"therapist",5038,1.87464172143416e-5
"theology",5039,1.87464172143416e-5
"tetrachloride",5040,1.87464172143416e-5
"tensions",5041,1.87464172143416e-5
"tangible",5042,1.87464172143416e-5
"systematic",5043,1.87464172143416e-5
"supervision",5044,1.87464172143416e-5
"sung",5045,1.87464172143416e-5
"stresses",5046,1.87464172143416e-5
"steam",5047,1.87464172143416e-5
"startling",5048,1.87464172143416e-5
"specialists",5049,1.87464172143416e-5
"solved",5050,1.87464172143416e-5
"sober",5051,1.87464172143416e-5
"snapped",5052,1.87464172143416e-5
"smelled",5053,1.87464172143416e-5
"slope",5054,1.87464172143416e-5
"slip",5055,1.87464172143416e-5
"sketches",5056,1.87464172143416e-5
"situated",5057,1.87464172143416e-5
"shorter",5058,1.87464172143416e-5
"shops",5059,1.87464172143416e-5
"shocked",5060,1.87464172143416e-5
"shipping",5061,1.87464172143416e-5
"servant",5062,1.87464172143416e-5
"sera",5063,1.87464172143416e-5
"sec",5064,1.87464172143416e-5
"salesmen",5065,1.87464172143416e-5
"salem",5066,1.87464172143416e-5
"rugged",5067,1.87464172143416e-5
"rousseau",5068,1.87464172143416e-5
"rourke",5069,1.87464172143416e-5
"rob",5070,1.87464172143416e-5
"rivers",5071,1.87464172143416e-5
"ridiculous",5072,1.87464172143416e-5
"rid",5073,1.87464172143416e-5
"reverse",5074,1.87464172143416e-5
"resting",5075,1.87464172143416e-5
"respective",5076,1.87464172143416e-5
"representation",5077,1.87464172143416e-5
"remainder",5078,1.87464172143416e-5
"relax",5079,1.87464172143416e-5
"realm",5080,1.87464172143416e-5
"reactivity",5081,1.87464172143416e-5
"railroads",5082,1.87464172143416e-5
"puzzled",5083,1.87464172143416e-5
"produces",5084,1.87464172143416e-5
"priority",5085,1.87464172143416e-5
"politicians",5086,1.87464172143416e-5
"polish",5087,1.87464172143416e-5
"pockets",5088,1.87464172143416e-5
"plantation",5089,1.87464172143416e-5
"pin",5090,1.87464172143416e-5
"paula",5091,1.87464172143416e-5
"patents",5092,1.87464172143416e-5
"pamela",5093,1.87464172143416e-5
"packing",5094,1.87464172143416e-5
"orthodox",5095,1.87464172143416e-5
"optical",5096,1.87464172143416e-5
"oak",5097,1.87464172143416e-5
"numerical",5098,1.87464172143416e-5
"notte",5099,1.87464172143416e-5
"nonspecific",5100,1.87464172143416e-5
"ninety",5101,1.87464172143416e-5
"neatly",5102,1.87464172143416e-5
"naive",5103,1.87464172143416e-5
"movable",5104,1.87464172143416e-5
"milling",5105,1.87464172143416e-5
"midst",5106,1.87464172143416e-5
"mg",5107,1.87464172143416e-5
"mexico",5108,1.87464172143416e-5
"mens",5109,1.87464172143416e-5
"males",5110,1.87464172143416e-5
"lover",5111,1.87464172143416e-5
"lodge",5112,1.87464172143416e-5
"livestock",5113,1.87464172143416e-5
"lit",5114,1.87464172143416e-5
"lip",5115,1.87464172143416e-5
"lid",5116,1.87464172143416e-5
"letch",5117,1.87464172143416e-5
"lesser",5118,1.87464172143416e-5
"lemon",5119,1.87464172143416e-5
"lap",5120,1.87464172143416e-5
"lacked",5121,1.87464172143416e-5
"label",5122,1.87464172143416e-5
"killpath",5123,1.87464172143416e-5
"interviews",5124,1.87464172143416e-5
"instantly",5125,1.87464172143416e-5
"insistence",5126,1.87464172143416e-5
"infinite",5127,1.87464172143416e-5
"individually",5128,1.87464172143416e-5
"immortality",5129,1.87464172143416e-5
"ignore",5130,1.87464172143416e-5
"hypothalamus",5131,1.87464172143416e-5
"hostile",5132,1.87464172143416e-5
"helion",5133,1.87464172143416e-5
"haney",5134,1.87464172143416e-5
"glued",5135,1.87464172143416e-5
"gentile",5136,1.87464172143416e-5
"fury",5137,1.87464172143416e-5
"frederick",5138,1.87464172143416e-5
"folks",5139,1.87464172143416e-5
"flame",5140,1.87464172143416e-5
"filing",5141,1.87464172143416e-5
"figs",5142,1.87464172143416e-5
"fever",5143,1.87464172143416e-5
"fatal",5144,1.87464172143416e-5
"exceptional",5145,1.87464172143416e-5
"exceed",5146,1.87464172143416e-5
"eve",5147,1.87464172143416e-5
"ethics",5148,1.87464172143416e-5
"essay",5149,1.87464172143416e-5
"entries",5150,1.87464172143416e-5
"engines",5151,1.87464172143416e-5
"employers",5152,1.87464172143416e-5
"emperor",5153,1.87464172143416e-5
"drift",5154,1.87464172143416e-5
"dreamed",5155,1.87464172143416e-5
"drank",5156,1.87464172143416e-5
"documents",5157,1.87464172143416e-5
"distinguish",5158,1.87464172143416e-5
"distances",5159,1.87464172143416e-5
"diseases",5160,1.87464172143416e-5
"discharge",5161,1.87464172143416e-5
"dim",5162,1.87464172143416e-5
"devotion",5163,1.87464172143416e-5
"depths",5164,1.87464172143416e-5
"demanding",5165,1.87464172143416e-5
"delivery",5166,1.87464172143416e-5
"decisive",5167,1.87464172143416e-5
"daytime",5168,1.87464172143416e-5
"damned",5169,1.87464172143416e-5
"curves",5170,1.87464172143416e-5
"cottage",5171,1.87464172143416e-5
"corporate",5172,1.87464172143416e-5
"cooled",5173,1.87464172143416e-5
"convenience",5174,1.87464172143416e-5
"continental",5175,1.87464172143416e-5
"consistently",5176,1.87464172143416e-5
"confident",5177,1.87464172143416e-5
"condemned",5178,1.87464172143416e-5
"comprehensive",5179,1.87464172143416e-5
"companion",5180,1.87464172143416e-5
"commissioner",5181,1.87464172143416e-5
"combinations",5182,1.87464172143416e-5
"caution",5183,1.87464172143416e-5
"cats",5184,1.87464172143416e-5
"canvas",5185,1.87464172143416e-5
"camps",5186,1.87464172143416e-5
"camping",5187,1.87464172143416e-5
"calif",5188,1.87464172143416e-5
"businesses",5189,1.87464172143416e-5
"bulletin",5190,1.87464172143416e-5
"bull",5191,1.87464172143416e-5
"broader",5192,1.87464172143416e-5
"brick",5193,1.87464172143416e-5
"brand",5194,1.87464172143416e-5
"brains",5195,1.87464172143416e-5
"bod",5196,1.87464172143416e-5
"blowing",5197,1.87464172143416e-5
"baptist",5198,1.87464172143416e-5
"balls",5199,1.87464172143416e-5
"avoided",5200,1.87464172143416e-5
"attract",5201,1.87464172143416e-5
"assurance",5202,1.87464172143416e-5
"assert",5203,1.87464172143416e-5
"arrested",5204,1.87464172143416e-5
"arrest",5205,1.87464172143416e-5
"arkansas",5206,1.87464172143416e-5
"applies",5207,1.87464172143416e-5
"appeals",5208,1.87464172143416e-5
"amen",5209,1.87464172143416e-5
"ambition",5210,1.87464172143416e-5
"allows",5211,1.87464172143416e-5
"airport",5212,1.87464172143416e-5
"affects",5213,1.87464172143416e-5
"addressed",5214,1.87464172143416e-5
"achievements",5215,1.87464172143416e-5
"willis",5216,1.7759763676744676e-5
"whos",5217,1.7759763676744676e-5
"voltage",5218,1.7759763676744676e-5
"vaguely",5219,1.7759763676744676e-5
"upton",5220,1.7759763676744676e-5
"undertaken",5221,1.7759763676744676e-5
"twist",5222,1.7759763676744676e-5
"tumor",5223,1.7759763676744676e-5
"tray",5224,1.7759763676744676e-5
"transport",5225,1.7759763676744676e-5
"ton",5226,1.7759763676744676e-5
"tommy",5227,1.7759763676744676e-5
"tokyo",5228,1.7759763676744676e-5
"throwing",5229,1.7759763676744676e-5
"theorem",5230,1.7759763676744676e-5
"terribly",5231,1.7759763676744676e-5
"technological",5232,1.7759763676744676e-5
"tap",5233,1.7759763676744676e-5
"tanks",5234,1.7759763676744676e-5
"talks",5235,1.7759763676744676e-5
"surprisingly",5236,1.7759763676744676e-5
"sue",5237,1.7759763676744676e-5
"suburbs",5238,1.7759763676744676e-5
"submit",5239,1.7759763676744676e-5
"subjective",5240,1.7759763676744676e-5
"stolen",5241,1.7759763676744676e-5
"stocks",5242,1.7759763676744676e-5
"stevie",5243,1.7759763676744676e-5
"stevens",5244,1.7759763676744676e-5
"stephen",5245,1.7759763676744676e-5
"stein",5246,1.7759763676744676e-5
"stall",5247,1.7759763676744676e-5
"squeezed",5248,1.7759763676744676e-5
"squad",5249,1.7759763676744676e-5
"sport",5250,1.7759763676744676e-5
"spectra",5251,1.7759763676744676e-5
"spectacle",5252,1.7759763676744676e-5
"specialized",5253,1.7759763676744676e-5
"speaks",5254,1.7759763676744676e-5
"speakers",5255,1.7759763676744676e-5
"sole",5256,1.7759763676744676e-5
"simpler",5257,1.7759763676744676e-5
"shrugged",5258,1.7759763676744676e-5
"shifted",5259,1.7759763676744676e-5
"serum",5260,1.7759763676744676e-5
"selective",5261,1.7759763676744676e-5
"scientist",5262,1.7759763676744676e-5
"sank",5263,1.7759763676744676e-5
"rubbed",5264,1.7759763676744676e-5
"rod",5265,1.7759763676744676e-5
"roared",5266,1.7759763676744676e-5
"ridge",5267,1.7759763676744676e-5
"rests",5268,1.7759763676744676e-5
"resentment",5269,1.7759763676744676e-5
"repeatedly",5270,1.7759763676744676e-5
"remarkably",5271,1.7759763676744676e-5
"religions",5272,1.7759763676744676e-5
"reflecting",5273,1.7759763676744676e-5
"refers",5274,1.7759763676744676e-5
"referring",5275,1.7759763676744676e-5
"rebel",5276,1.7759763676744676e-5
"ratios",5277,1.7759763676744676e-5
"ranged",5278,1.7759763676744676e-5
"rail",5279,1.7759763676744676e-5
"pseudo",5280,1.7759763676744676e-5
"proportions",5281,1.7759763676744676e-5
"pronounced",5282,1.7759763676744676e-5
"productivity",5283,1.7759763676744676e-5
"proceedings",5284,1.7759763676744676e-5
"proceed",5285,1.7759763676744676e-5
"privilege",5286,1.7759763676744676e-5
"printing",5287,1.7759763676744676e-5
"print",5288,1.7759763676744676e-5
"predicted",5289,1.7759763676744676e-5
"portrait",5290,1.7759763676744676e-5
"pole",5291,1.7759763676744676e-5
"plainly",5292,1.7759763676744676e-5
"pierre",5293,1.7759763676744676e-5
"phrases",5294,1.7759763676744676e-5
"photograph",5295,1.7759763676744676e-5
"partnership",5296,1.7759763676744676e-5
"parlor",5297,1.7759763676744676e-5
"par",5298,1.7759763676744676e-5
"oxford",5299,1.7759763676744676e-5
"overnight",5300,1.7759763676744676e-5
"overhead",5301,1.7759763676744676e-5
"officially",5302,1.7759763676744676e-5
"objection",5303,1.7759763676744676e-5
"nut",5304,1.7759763676744676e-5
"networks",5305,1.7759763676744676e-5
"neglected",5306,1.7759763676744676e-5
"murmured",5307,1.7759763676744676e-5
"morale",5308,1.7759763676744676e-5
"monopoly",5309,1.7759763676744676e-5
"miracle",5310,1.7759763676744676e-5
"mild",5311,1.7759763676744676e-5
"meredith",5312,1.7759763676744676e-5
"medieval",5313,1.7759763676744676e-5
"mechanisms",5314,1.7759763676744676e-5
"marry",5315,1.7759763676744676e-5
"manufacture",5316,1.7759763676744676e-5
"madden",5317,1.7759763676744676e-5
"loyal",5318,1.7759763676744676e-5
"logic",5319,1.7759763676744676e-5
"locations",5320,1.7759763676744676e-5
"likewise",5321,1.7759763676744676e-5
"lao",5322,1.7759763676744676e-5
"langford",5323,1.7759763676744676e-5
"lamp",5324,1.7759763676744676e-5
"kowalski",5325,1.7759763676744676e-5
"kitti",5326,1.7759763676744676e-5
"kicked",5327,1.7759763676744676e-5
"kick",5328,1.7759763676744676e-5
"juvenile",5329,1.7759763676744676e-5
"ivory",5330,1.7759763676744676e-5
"itll",5331,1.7759763676744676e-5
"iodine",5332,1.7759763676744676e-5
"investigated",5333,1.7759763676744676e-5
"intuition",5334,1.7759763676744676e-5
"interrupted",5335,1.7759763676744676e-5
"initially",5336,1.7759763676744676e-5
"informal",5337,1.7759763676744676e-5
"hypothesis",5338,1.7759763676744676e-5
"humble",5339,1.7759763676744676e-5
"holiday",5340,1.7759763676744676e-5
"heel",5341,1.7759763676744676e-5
"harvey",5342,1.7759763676744676e-5
"hamilton",5343,1.7759763676744676e-5
"halfway",5344,1.7759763676744676e-5
"griffith",5345,1.7759763676744676e-5
"grams",5346,1.7759763676744676e-5
"fringe",5347,1.7759763676744676e-5
"friction",5348,1.7759763676744676e-5
"formally",5349,1.7759763676744676e-5
"forgot",5350,1.7759763676744676e-5
"flag",5351,1.7759763676744676e-5
"fellows",5352,1.7759763676744676e-5
"favored",5353,1.7759763676744676e-5
"faster",5354,1.7759763676744676e-5
"fan",5355,1.7759763676744676e-5
"fame",5356,1.7759763676744676e-5
"faded",5357,1.7759763676744676e-5
"expecting",5358,1.7759763676744676e-5
"exercised",5359,1.7759763676744676e-5
"escaped",5360,1.7759763676744676e-5
"ernie",5361,1.7759763676744676e-5
"erected",5362,1.7759763676744676e-5
"epic",5363,1.7759763676744676e-5
"employes",5364,1.7759763676744676e-5
"emerge",5365,1.7759763676744676e-5
"eighteen",5366,1.7759763676744676e-5
"effluent",5367,1.7759763676744676e-5
"earnest",5368,1.7759763676744676e-5
"dusty",5369,1.7759763676744676e-5
"drops",5370,1.7759763676744676e-5
"drain",5371,1.7759763676744676e-5
"disposed",5372,1.7759763676744676e-5
"differ",5373,1.7759763676744676e-5
"dickens",5374,1.7759763676744676e-5
"dick",5375,1.7759763676744676e-5
"designer",5376,1.7759763676744676e-5
"denial",5377,1.7759763676744676e-5
"deliver",5378,1.7759763676744676e-5
"defended",5379,1.7759763676744676e-5
"daughters",5380,1.7759763676744676e-5
"cylinder",5381,1.7759763676744676e-5
"customs",5382,1.7759763676744676e-5
"crops",5383,1.7759763676744676e-5
"coupled",5384,1.7759763676744676e-5
"costumes",5385,1.7759763676744676e-5
"cosmic",5386,1.7759763676744676e-5
"corners",5387,1.7759763676744676e-5
"copies",5388,1.7759763676744676e-5
"continuation",5389,1.7759763676744676e-5
"continent",5390,1.7759763676744676e-5
"consumption",5391,1.7759763676744676e-5
"consistency",5392,1.7759763676744676e-5
"congregations",5393,1.7759763676744676e-5
"competence",5394,1.7759763676744676e-5
"compelled",5395,1.7759763676744676e-5
"commented",5396,1.7759763676744676e-5
"colt",5397,1.7759763676744676e-5
"cobb",5398,1.7759763676744676e-5
"clients",5399,1.7759763676744676e-5
"classroom",5400,1.7759763676744676e-5
"chorus",5401,1.7759763676744676e-5
"chip",5402,1.7759763676744676e-5
"chase",5403,1.7759763676744676e-5
"ceremony",5404,1.7759763676744676e-5
"causing",5405,1.7759763676744676e-5
"catcher",5406,1.7759763676744676e-5
"candle",5407,1.7759763676744676e-5
"campaigns",5408,1.7759763676744676e-5
"buried",5409,1.7759763676744676e-5
"bunk",5410,1.7759763676744676e-5
"bulls",5411,1.7759763676744676e-5
"brightness",5412,1.7759763676744676e-5
"bitterness",5413,1.7759763676744676e-5
"bishop",5414,1.7759763676744676e-5
"birthday",5415,1.7759763676744676e-5
"biblical",5416,1.7759763676744676e-5
"beloved",5417,1.7759763676744676e-5
"bell",5418,1.7759763676744676e-5
"beautifully",5419,1.7759763676744676e-5
"bathroom",5420,1.7759763676744676e-5
"bat",5421,1.7759763676744676e-5
"bargaining",5422,1.7759763676744676e-5
"barco",5423,1.7759763676744676e-5
"autonomy",5424,1.7759763676744676e-5
"austin",5425,1.7759763676744676e-5
"attributed",5426,1.7759763676744676e-5
"athletic",5427,1.7759763676744676e-5
"assignments",5428,1.7759763676744676e-5
"assign",5429,1.7759763676744676e-5
"asks",5430,1.7759763676744676e-5
"arose",5431,1.7759763676744676e-5
"applicable",5432,1.7759763676744676e-5
"announce",5433,1.7759763676744676e-5
"angel",5434,1.7759763676744676e-5
"andrei",5435,1.7759763676744676e-5
"ammunition",5436,1.7759763676744676e-5
"aluminum",5437,1.7759763676744676e-5
"affection",5438,1.7759763676744676e-5
"advances",5439,1.7759763676744676e-5
"adolescence",5440,1.7759763676744676e-5
"acted",5441,1.7759763676744676e-5
"abuse",5442,1.7759763676744676e-5
"abruptly",5443,1.7759763676744676e-5
"abrupt",5444,1.7759763676744676e-5
"wider",5445,1.6773110139147748e-5
"wheat",5446,1.6773110139147748e-5
"wanting",5447,1.6773110139147748e-5
"walker",5448,1.6773110139147748e-5
"wagons",5449,1.6773110139147748e-5
"voyage",5450,1.6773110139147748e-5
"vitality",5451,1.6773110139147748e-5
"visits",5452,1.6773110139147748e-5
"violation",5453,1.6773110139147748e-5
"vicious",5454,1.6773110139147748e-5
"vertical",5455,1.6773110139147748e-5
"va",5456,1.6773110139147748e-5
"useless",5457,1.6773110139147748e-5
"unto",5458,1.6773110139147748e-5
"uncertainty",5459,1.6773110139147748e-5
"tri",5460,1.6773110139147748e-5
"trevelyan",5461,1.6773110139147748e-5
"transom",5462,1.6773110139147748e-5
"transit",5463,1.6773110139147748e-5
"tract",5464,1.6773110139147748e-5
"tracing",5465,1.6773110139147748e-5
"titles",5466,1.6773110139147748e-5
"tile",5467,1.6773110139147748e-5
"ticket",5468,1.6773110139147748e-5
"thyroglobulin",5469,1.6773110139147748e-5
"thee",5470,1.6773110139147748e-5
"taxi",5471,1.6773110139147748e-5
"supernatural",5472,1.6773110139147748e-5
"superintendent",5473,1.6773110139147748e-5
"sunlight",5474,1.6773110139147748e-5
"sums",5475,1.6773110139147748e-5
"suicide",5476,1.6773110139147748e-5
"stuart",5477,1.6773110139147748e-5
"stripped",5478,1.6773110139147748e-5
"stretching",5479,1.6773110139147748e-5
"straw",5480,1.6773110139147748e-5
"staying",5481,1.6773110139147748e-5
"statue",5482,1.6773110139147748e-5
"spun",5483,1.6773110139147748e-5
"spreading",5484,1.6773110139147748e-5
"spray",5485,1.6773110139147748e-5
"spontaneous",5486,1.6773110139147748e-5
"sooner",5487,1.6773110139147748e-5
"slowed",5488,1.6773110139147748e-5
"simms",5489,1.6773110139147748e-5
"silently",5490,1.6773110139147748e-5
"significantly",5491,1.6773110139147748e-5
"shifts",5492,1.6773110139147748e-5
"shake",5493,1.6773110139147748e-5
"separation",5494,1.6773110139147748e-5
"sensed",5495,1.6773110139147748e-5
"seemingly",5496,1.6773110139147748e-5
"seeming",5497,1.6773110139147748e-5
"seal",5498,1.6773110139147748e-5
"screaming",5499,1.6773110139147748e-5
"screamed",5500,1.6773110139147748e-5
"saint",5501,1.6773110139147748e-5
"rider",5502,1.6773110139147748e-5
"rested",5503,1.6773110139147748e-5
"respiratory",5504,1.6773110139147748e-5
"reporting",5505,1.6773110139147748e-5
"renewed",5506,1.6773110139147748e-5
"remembering",5507,1.6773110139147748e-5
"refuse",5508,1.6773110139147748e-5
"rebels",5509,1.6773110139147748e-5
"reads",5510,1.6773110139147748e-5
"readings",5511,1.6773110139147748e-5
"razor",5512,1.6773110139147748e-5
"raymond",5513,1.6773110139147748e-5
"quote",5514,1.6773110139147748e-5
"pushing",5515,1.6773110139147748e-5
"purchasing",5516,1.6773110139147748e-5
"progressive",5517,1.6773110139147748e-5
"professors",5518,1.6773110139147748e-5
"producer",5519,1.6773110139147748e-5
"priests",5520,1.6773110139147748e-5
"prevailing",5521,1.6773110139147748e-5
"preaching",5522,1.6773110139147748e-5
"praise",5523,1.6773110139147748e-5
"porter",5524,1.6773110139147748e-5
"popularity",5525,1.6773110139147748e-5
"pity",5526,1.6773110139147748e-5
"pitched",5527,1.6773110139147748e-5
"pit",5528,1.6773110139147748e-5
"piazza",5529,1.6773110139147748e-5
"persuade",5530,1.6773110139147748e-5
"performing",5531,1.6773110139147748e-5
"pays",5532,1.6773110139147748e-5
"pastor",5533,1.6773110139147748e-5
"parent",5534,1.6773110139147748e-5
"operators",5535,1.6773110139147748e-5
"obscure",5536,1.6773110139147748e-5
"nursing",5537,1.6773110139147748e-5
"nurse",5538,1.6773110139147748e-5
"notions",5539,1.6773110139147748e-5
"neon",5540,1.6773110139147748e-5
"neighborhoods",5541,1.6773110139147748e-5
"nadine",5542,1.6773110139147748e-5
"muttered",5543,1.6773110139147748e-5
"motions",5544,1.6773110139147748e-5
"mortgage",5545,1.6773110139147748e-5
"moreland",5546,1.6773110139147748e-5
"molecular",5547,1.6773110139147748e-5
"mistaken",5548,1.6773110139147748e-5
"missionary",5549,1.6773110139147748e-5
"milton",5550,1.6773110139147748e-5
"meadow",5551,1.6773110139147748e-5
"mailed",5552,1.6773110139147748e-5
"lung",5553,1.6773110139147748e-5
"loudly",5554,1.6773110139147748e-5
"lizzie",5555,1.6773110139147748e-5
"lion",5556,1.6773110139147748e-5
"lever",5557,1.6773110139147748e-5
"lest",5558,1.6773110139147748e-5
"lessons",5559,1.6773110139147748e-5
"lalaurie",5560,1.6773110139147748e-5
"krim",5561,1.6773110139147748e-5
"kiss",5562,1.6773110139147748e-5
"invasion",5563,1.6773110139147748e-5
"intersection",5564,1.6773110139147748e-5
"interaction",5565,1.6773110139147748e-5
"inquiry",5566,1.6773110139147748e-5
"inquiries",5567,1.6773110139147748e-5
"infectious",5568,1.6773110139147748e-5
"indirectly",5569,1.6773110139147748e-5
"indifference",5570,1.6773110139147748e-5
"inability",5571,1.6773110139147748e-5
"implies",5572,1.6773110139147748e-5
"implied",5573,1.6773110139147748e-5
"imaginary",5574,1.6773110139147748e-5
"illustrate",5575,1.6773110139147748e-5
"hunger",5576,1.6773110139147748e-5
"horror",5577,1.6773110139147748e-5
"homer",5578,1.6773110139147748e-5
"hitting",5579,1.6773110139147748e-5
"hiding",5580,1.6773110139147748e-5
"heroes",5581,1.6773110139147748e-5
"helium",5582,1.6773110139147748e-5
"hank",5583,1.6773110139147748e-5
"guerrillas",5584,1.6773110139147748e-5
"grasp",5585,1.6773110139147748e-5
"graph",5586,1.6773110139147748e-5
"graduates",5587,1.6773110139147748e-5
"goodness",5588,1.6773110139147748e-5
"giffen",5589,1.6773110139147748e-5
"geometric",5590,1.6773110139147748e-5
"geneva",5591,1.6773110139147748e-5
"gap",5592,1.6773110139147748e-5
"gambling",5593,1.6773110139147748e-5
"fulton",5594,1.6773110139147748e-5
"fuel",5595,1.6773110139147748e-5
"freezing",5596,1.6773110139147748e-5
"frankie",5597,1.6773110139147748e-5
"frankfurter",5598,1.6773110139147748e-5
"formulation",5599,1.6773110139147748e-5
"formidable",5600,1.6773110139147748e-5
"foolish",5601,1.6773110139147748e-5
"followers",5602,1.6773110139147748e-5
"fold",5603,1.6773110139147748e-5
"flowing",5604,1.6773110139147748e-5
"fleet",5605,1.6773110139147748e-5
"flavor",5606,1.6773110139147748e-5
"fancy",5607,1.6773110139147748e-5
"failing",5608,1.6773110139147748e-5
"explosive",5609,1.6773110139147748e-5
"enjoying",5610,1.6773110139147748e-5
"endurance",5611,1.6773110139147748e-5
"embassy",5612,1.6773110139147748e-5
"ed",5613,1.6773110139147748e-5
"economics",5614,1.6773110139147748e-5
"earths",5615,1.6773110139147748e-5
"dome",5616,1.6773110139147748e-5
"divisions",5617,1.6773110139147748e-5
"diplomacy",5618,1.6773110139147748e-5
"destroying",5619,1.6773110139147748e-5
"designated",5620,1.6773110139147748e-5
"describing",5621,1.6773110139147748e-5
"deputy",5622,1.6773110139147748e-5
"departure",5623,1.6773110139147748e-5
"denver",5624,1.6773110139147748e-5
"denominations",5625,1.6773110139147748e-5
"delegates",5626,1.6773110139147748e-5
"defensive",5627,1.6773110139147748e-5
"declined",5628,1.6773110139147748e-5
"dec",5629,1.6773110139147748e-5
"darling",5630,1.6773110139147748e-5
"dandy",5631,1.6773110139147748e-5
"damp",5632,1.6773110139147748e-5
"cracked",5633,1.6773110139147748e-5
"cows",5634,1.6773110139147748e-5
"counted",5635,1.6773110139147748e-5
"counsel",5636,1.6773110139147748e-5
"corridor",5637,1.6773110139147748e-5
"cops",5638,1.6773110139147748e-5
"consulted",5639,1.6773110139147748e-5
"consist",5640,1.6773110139147748e-5
"consent",5641,1.6773110139147748e-5
"connecticut",5642,1.6773110139147748e-5
"confession",5643,1.6773110139147748e-5
"cone",5644,1.6773110139147748e-5
"compensation",5645,1.6773110139147748e-5
"comparative",5646,1.6773110139147748e-5
"commissioners",5647,1.6773110139147748e-5
"combine",5648,1.6773110139147748e-5
"codes",5649,1.6773110139147748e-5
"clover",5650,1.6773110139147748e-5
"clever",5651,1.6773110139147748e-5
"cleveland",5652,1.6773110139147748e-5
"checks",5653,1.6773110139147748e-5
"chapters",5654,1.6773110139147748e-5
"chaos",5655,1.6773110139147748e-5
"cereal",5656,1.6773110139147748e-5
"carroll",5657,1.6773110139147748e-5
"captured",5658,1.6773110139147748e-5
"capture",5659,1.6773110139147748e-5
"cabinet",5660,1.6773110139147748e-5
"burma",5661,1.6773110139147748e-5
"bunks",5662,1.6773110139147748e-5
"bunch",5663,1.6773110139147748e-5
"brooks",5664,1.6773110139147748e-5
"benson",5665,1.6773110139147748e-5
"belonged",5666,1.6773110139147748e-5
"basket",5667,1.6773110139147748e-5
"barriers",5668,1.6773110139147748e-5
"ballistic",5669,1.6773110139147748e-5
"backs",5670,1.6773110139147748e-5
"awful",5671,1.6773110139147748e-5
"awards",5672,1.6773110139147748e-5
"awarded",5673,1.6773110139147748e-5
"assuming",5674,1.6773110139147748e-5
"artificial",5675,1.6773110139147748e-5
"apartments",5676,1.6773110139147748e-5
"anonymous",5677,1.6773110139147748e-5
"anniston",5678,1.6773110139147748e-5
"angie",5679,1.6773110139147748e-5
"andor",5680,1.6773110139147748e-5
"analytic",5681,1.6773110139147748e-5
"alternatives",5682,1.6773110139147748e-5
"alter",5683,1.6773110139147748e-5
"allocation",5684,1.6773110139147748e-5
"aggressive",5685,1.6773110139147748e-5
"admired",5686,1.6773110139147748e-5
"ada",5687,1.6773110139147748e-5
"acquisition",5688,1.6773110139147748e-5
"ace",5689,1.6773110139147748e-5
"accompanying",5690,1.6773110139147748e-5
"accelerometer",5691,1.6773110139147748e-5
"acceleration",5692,1.6773110139147748e-5
"absurd",5693,1.6773110139147748e-5
"abandon",5694,1.6773110139147748e-5
"whiskey",5695,1.578645660155082e-5
"weighed",5696,1.578645660155082e-5
"waved",5697,1.578645660155082e-5
"wasted",5698,1.578645660155082e-5
"viewpoint",5699,1.578645660155082e-5
"viet",5700,1.578645660155082e-5
"vessel",5701,1.578645660155082e-5
"vegetables",5702,1.578645660155082e-5
"vanished",5703,1.578645660155082e-5
"unnecessary",5704,1.578645660155082e-5
"unemployment",5705,1.578645660155082e-5
"typically",5706,1.578645660155082e-5
"troop",5707,1.578645660155082e-5
"treasurer",5708,1.578645660155082e-5
"transmission",5709,1.578645660155082e-5
"translation",5710,1.578645660155082e-5
"translated",5711,1.578645660155082e-5
"translate",5712,1.578645660155082e-5
"trains",5713,1.578645660155082e-5
"trails",5714,1.578645660155082e-5
"tourist",5715,1.578645660155082e-5
"touching",5716,1.578645660155082e-5
"thou",5717,1.578645660155082e-5
"thirds",5718,1.578645660155082e-5
"theyve",5719,1.578645660155082e-5
"thereof",5720,1.578645660155082e-5
"textiles",5721,1.578645660155082e-5
"tennis",5722,1.578645660155082e-5
"telephoned",5723,1.578645660155082e-5
"synthesis",5724,1.578645660155082e-5
"switched",5725,1.578645660155082e-5
"swinging",5726,1.578645660155082e-5
"successor",5727,1.578645660155082e-5
"substituted",5728,1.578645660155082e-5
"styka",5729,1.578645660155082e-5
"sturdy",5730,1.578645660155082e-5
"strings",5731,1.578645660155082e-5
"stride",5732,1.578645660155082e-5
"strengthen",5733,1.578645660155082e-5
"stopping",5734,1.578645660155082e-5
"stirring",5735,1.578645660155082e-5
"statistical",5736,1.578645660155082e-5
